image	English query	German query
https://tlk.s3.yandex.net/Fashion-200K/91379765_2.jpeg	blue long sleeve top for women	blaues Langarmshirt für Damen
https://tlk.s3.yandex.net/Fashion-200K/81423943_0.jpeg	blue black print leggins yoga pants	blau schwarz bedruckte Leggins Yogahose
https://tlk.s3.yandex.net/Fashion-200K/91141701_1.jpeg	Women Short Sleeve Blue Midi Dress	Damen Kurzarm blaues Midikleid
https://tlk.s3.yandex.net/Fashion-200K/69008370_0.jpeg	BLACK JACQUARD CRYSTAL FLORAL JACKET FOR WOMEN	SCHWARZE JACQUARD-KRISTALLBLUMENJACKE FÜR DAMEN
https://tlk.s3.yandex.net/Fashion-200K/90633517_4.jpeg	Thick Gray sweater and brown women's jean pants	Dicker grauer Pullover und braune Damenjeanshose
https://tlk.s3.yandex.net/Fashion-200K/91090469_0.jpeg	Red cotton striped short sleeve t shirt	Rotes gestreiftes Kurzarm-T-Shirt aus Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/90975349_0.jpeg	NIKE Women's Sportswear Gym Vintage Pant	NIKE Damen Sportswear Gym Vintage Hose
https://tlk.s3.yandex.net/Fashion-200K/87650846_1.jpeg	Women Knee Length Lace Skirt White	Damen knielanger Spitzenrock Weiß
https://tlk.s3.yandex.net/Fashion-200K/89738614_3.jpeg	Long sleeve blue jean shirt and short light blue jean skirt	Blaues Jeanshemd mit langen Ärmeln und kurzer hellblauer Jeansrock
https://tlk.s3.yandex.net/Fashion-200K/91169868_5.jpeg	Gray women singlet and long sleeve brown leather jacket, blue women's jean pants	Graue Damen Singlet und Langarm braune Lederjacke, blaue Damen Jeanshose
https://tlk.s3.yandex.net/Fashion-200K/88515394_1.jpeg	White linen wide legs long length office pant with side pockets	Weißes Leinen weite Beine lange Bürohose mit Seitentaschen
https://tlk.s3.yandex.net/Fashion-200K/89326766_3.jpeg	classic floral print mid leg skirt	klassischer Rock mit Blumendruck und mittlerem Bein
https://tlk.s3.yandex.net/Fashion-200K/91405235_0.jpeg	best painting clothes cool blouse women	beste Malkleidung coole Bluse Frauen
https://tlk.s3.yandex.net/Fashion-200K/88537061_0.jpeg	Versace Jeans Fitted Floral Denim Pants In Light pink with Black Heel Shoe	Versace Jeans taillierte florale Jeanshose in Hellrosa mit schwarzem Absatzschuh
https://tlk.s3.yandex.net/Fashion-200K/90335436_5.jpeg	Nude satin tight ruffle bodycon knee length midi skirt	Figurbetonter, knielanger Midirock aus nacktem Satin mit engen Rüschen
https://tlk.s3.yandex.net/Fashion-200K/89240711_4.jpeg	Women silky gown with see through lace on cotton material	Damen seidiges Kleid mit durchsichtiger Spitze auf Baumwollmaterial
https://tlk.s3.yandex.net/Fashion-200K/85255767_1.jpeg	black leather jacket rock style outfit	schwarze Lederjacke Rock Style Outfit
https://tlk.s3.yandex.net/Fashion-200K/90796975_1.jpeg	Women long sleeve black top with blue, white and black multi design women's pants	Damen Langarm schwarzes Oberteil mit blauer, weißer und schwarzer Damenhose im Multi-Design
https://tlk.s3.yandex.net/Fashion-200K/69293571_4.jpeg	black mini dress print ankle boots	schwarze Stiefeletten mit Minikleid-Print
https://tlk.s3.yandex.net/Fashion-200K/72539957_1.jpeg	Long sleeve leather jacket with half fitted cotton stretchable material, gray women's jean pants	Langarm-Lederjacke mit halb tailliertem, dehnbarem Baumwollmaterial, graue Damen-Jeanshose
https://tlk.s3.yandex.net/Fashion-200K/90963734_1.jpeg	Blue striped long sleeve shirt with white collar	Blau gestreiftes Langarmhemd mit weißem Kragen
https://tlk.s3.yandex.net/Fashion-200K/51670252_0.jpeg	Women's Black High Waist Ankle Trousers	Schwarze Knöchelhose mit hoher Taille für Damen
https://tlk.s3.yandex.net/Fashion-200K/90701455_3.jpeg	pink fabric for skirt tops or pants	rosa Stoff für Rockoberteile oder Hosen
https://tlk.s3.yandex.net/Fashion-200K/90420308_1.jpeg	White long sleeve sexy cotton gown with high heel gold sandals	Weißes langärmliges sexy Baumwollkleid mit goldenen Sandalen mit hohem Absatz
https://tlk.s3.yandex.net/Fashion-200K/90442227_2.jpeg	Black YOGA Leggings Fox tights Fantasy	Schwarze YOGA Leggings Fuchs Strumpfhose Fantasie
https://tlk.s3.yandex.net/Fashion-200K/89870519_3.jpeg	Gray informal casual summer midi dress	Graues informelles lässiges Sommer-Midikleid
https://tlk.s3.yandex.net/Fashion-200K/58765225_0.jpeg	Female leather long sleeve jacket genuine suede brown with black collar and zip	Damen Leder Langarmjacke echtes Wildleder braun mit schwarzem Kragen und Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/90088157_2.jpeg	Women sleeveless light blue fitted long gown	Frauen ärmelloses hellblaues langes Kleid
https://tlk.s3.yandex.net/Fashion-200K/91298107_1.jpeg	Sleeveless long black cotton shirt for women with black women' pants	Ärmelloses langes schwarzes Baumwollhemd für Damen mit schwarzer Damenhose
https://tlk.s3.yandex.net/Fashion-200K/91240739_2.jpeg	Women Mid Thigh Length A-line Black Dress	Frauen Mitte Oberschenkel Länge A-Linie schwarzes Kleid
https://tlk.s3.yandex.net/Fashion-200K/91433223_0.jpeg	Sexy short sleeveless show back gown with fluffy bottom and black high heel sandals	Sexy kurzes ärmelloses Show-Back-Kleid mit flauschigem Boden und schwarzen High-Heel-Sandalen
https://tlk.s3.yandex.net/Fashion-200K/91279455_3.jpeg	Midi skirt black long for women	Midirock schwarz lang für Damen
https://tlk.s3.yandex.net/Fashion-200K/90875854_1.jpeg	Long night dress for women wear	Langes Nachtkleid für Frauen tragen
https://tlk.s3.yandex.net/Fashion-200K/90923380_0.jpeg	black lace cocktail mid leg dress	schwarzes Cocktailkleid aus Spitze mit mittlerem Bein
https://tlk.s3.yandex.net/Fashion-200K/52055888_1.jpeg	Black top and a brown skirt with pockets on	Schwarzes Oberteil und ein brauner Rock mit Taschen
https://tlk.s3.yandex.net/Fashion-200K/90603171_1.jpeg	White ladies cotton blouse with short fitted sexy multi colored skirt	Weiße Damen Baumwollbluse mit kurzem tailliertem sexy mehrfarbigem Rock
https://tlk.s3.yandex.net/Fashion-200K/87478845_0.jpeg	black faux leather pants for women	schwarze Kunstlederhose für Damen
https://tlk.s3.yandex.net/Fashion-200K/91167915_0.jpeg	V-neck Sleeveless Waisted Long Casual Dress	Ärmelloses tailliertes langes Freizeitkleid mit V-Ausschnitt
https://tlk.s3.yandex.net/Fashion-200K/90974698_4.jpeg	Moncler Enfant women's glossy quilted down vest with buttons in red color	Moncler Enfant Damen glänzende gesteppte Daunenweste mit Knöpfen in roter Farbe
https://tlk.s3.yandex.net/Fashion-200K/91018553_0.jpeg	Denim skirt for woman for summer	Jeansrock für Damen für den Sommer
https://tlk.s3.yandex.net/Fashion-200K/89616081_0.jpeg	Blue denim sleeveless flared midi dress	Ärmelloses ausgestelltes Midikleid aus blauem Denim
https://tlk.s3.yandex.net/Fashion-200K/88070940_0.jpeg	Short sleeve sexy red gown with expanded bottom and white high heel sandals	Sexy rotes Kleid mit kurzen Ärmeln, erweitertem Boden und weißen Sandalen mit hohem Absatz
https://tlk.s3.yandex.net/Fashion-200K/91388198_0.jpeg	Light Garden White Black Pant high knee	Light Garden Weiße schwarze Hose mit hohem Knie
https://tlk.s3.yandex.net/Fashion-200K/90483706_0.jpeg	Camel color fabrik pants for woman and black top	Kamelfarbene Fabrikhose für Damen und schwarzes Oberteil
https://tlk.s3.yandex.net/Fashion-200K/87713438_0.jpeg	Orange box patterned elastic waist bermuda shorts	Orange Box gemusterte Bermudashorts mit elastischem Bund
https://tlk.s3.yandex.net/Fashion-200K/75311771_1.jpeg	navy blue vest xl size pants	marineblaue Weste xl Größe Hose
https://tlk.s3.yandex.net/Fashion-200K/90961184_0.jpeg	White short blouse and blue open long skirt, fitted with black high heel sandals	Weiße kurze Bluse und blauer offener langer Rock, dazu schwarze Sandalen mit hohem Absatz
https://tlk.s3.yandex.net/Fashion-200K/88071617_1.jpeg	Black skirt with leather pattern on for woman	Schwarzer Rock mit Ledermuster für Damen
https://tlk.s3.yandex.net/Fashion-200K/89297676_0.jpeg	white casual round neck short sleeves cotton tee	weißes lässiges Baumwoll-T-Shirt mit Rundhalsausschnitt und kurzen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/89985682_0.jpeg	Regular Womens Jeans With White Sleeveless Blouse	Normale Damenjeans mit weißer ärmelloser Bluse
https://tlk.s3.yandex.net/Fashion-200K/89514803_0.jpeg	Women's long sleeve satin shirt with brown fitted cotton pants	Damen Langarm-Satinhemd mit brauner taillierter Baumwollhose
https://tlk.s3.yandex.net/Fashion-200K/90688826_1.jpeg	casual or formal wear straight cut gingham pants	legere oder formelle Kleidung gerade geschnittene Karohosen
https://tlk.s3.yandex.net/Fashion-200K/91297426_1.jpeg	Denim jacket for woman, the color is black	Jeansjacke für Damen, die Farbe ist schwarz
https://tlk.s3.yandex.net/Fashion-200K/91411198_0.jpeg	White shirt full sleeve collar for women	Weißes Hemd voller Ärmelkragen für Frauen
https://tlk.s3.yandex.net/Fashion-200K/76366732_8.jpeg	Dark blue coat for woman for winter season	Dunkelblauer Mantel für Damen für die Wintersaison
https://tlk.s3.yandex.net/Fashion-200K/90081468_0.jpeg	blue with white stripes off shoulder top, orange loose capri pants tokong	blau mit weißen Streifen schulterfreies Oberteil, orangefarbene lockere Caprihose Tokong
https://tlk.s3.yandex.net/Fashion-200K/91053507_0.jpeg	White long sleeve cotton shirt with brown fitted jean pants, unisex	Weißes langärmliges Baumwollhemd mit brauner taillierter Jeanshose, Unisex
https://tlk.s3.yandex.net/Fashion-200K/90370544_4.jpeg	elgant white pants with pockets woman	elegante weiße Hose mit Taschen Damen
https://tlk.s3.yandex.net/Fashion-200K/88599121_0.jpeg	Black floral print silk v neck long sleeve floor length evening gown	Schwarzer Blumendruck Seide V-Ausschnitt Langarm bodenlanges Abendkleid
https://tlk.s3.yandex.net/Fashion-200K/90801759_2.jpeg	Women's navy green knee length chinos trousers and black sandal	Dunkelgrüne knielange Chinohose für Damen und schwarze Sandale
https://tlk.s3.yandex.net/Fashion-200K/80759297_4.jpeg	black and white zebra print long evening dress, thin fabric, long sleeves	langes Abendkleid mit Zebramuster in Schwarz und Weiß, dünner Stoff, lange Ärmel
https://tlk.s3.yandex.net/Fashion-200K/88738598_5.jpeg	SINGLE STRIPE TRACK JACKET FOR WOMEN	EINSTREIFIGE TRAININGSJACKE FÜR DAMEN
https://tlk.s3.yandex.net/Fashion-200K/90698582_0.jpeg	white casual spaghetti strap summer dress	weißes lässiges Spaghettiträger-Sommerkleid
https://tlk.s3.yandex.net/Fashion-200K/88490600_0.jpeg	Black blouse with blue long baggy silk pants	Schwarze Bluse mit blauer langer Baggy-Seidenhose
https://tlk.s3.yandex.net/Fashion-200K/89670170_3.jpeg	red printed formal long sleeves top	rotes bedrucktes formelles Oberteil mit langen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/91377718_0.jpeg	white sleeveless top and denim shorts	weißes ärmelloses Top und Jeansshorts
https://tlk.s3.yandex.net/Fashion-200K/91099492_2.jpeg	blue and white stripes cotton polo	Poloshirt aus Baumwolle mit blauen und weißen Streifen
https://tlk.s3.yandex.net/Fashion-200K/91374258_1.jpeg	Short sexy black gown with black collar and leopard skin jacket, brown and black	Kurzes sexy schwarzes Kleid mit schwarzem Kragen und Leopardenfelljacke, braun und schwarz
https://tlk.s3.yandex.net/Fashion-200K/90456795_0.jpeg	White satin deep cut v neck sleeveless above the knee bodycon gown	Weißes Satin tief geschnittenes, ärmelloses, figurbetontes Kleid mit V-Ausschnitt über dem Knie
https://tlk.s3.yandex.net/Fashion-200K/91305199_1.jpeg	Ladies Diamond Quilted Hybrid Gilet FOR Women	Damen rautengesteppte Hybridweste FÜR Damen
https://tlk.s3.yandex.net/Fashion-200K/90983012_2.jpeg	long sleeve jeans casual mini dress	lässiges Minikleid aus Jeans mit langen Ärmeln
https://tlk.s3.yandex.net/Fashion-200K/90216333_2.jpeg	Knee Length Black Belted Skirt Women	Knielanger schwarzer Gürtelrock Damen
https://tlk.s3.yandex.net/Fashion-200K/61454555_10.jpeg	Summer Polka Dot round neck Short Sleeve Dark Blue Blouse with White Pant and Necklace	Sommer Polka Dot Rundhals Kurzarm dunkelblaue Bluse mit weißer Hose und Halskette
https://tlk.s3.yandex.net/Fashion-200K/91176630_4.jpeg	black with floral print mini skirt	schwarzer Minirock mit Blumendruck
https://tlk.s3.yandex.net/Fashion-200K/89347529_7.jpeg	Fluffy see through long sleeve blouse with light blue jean skirt	Flauschige, durchsichtige Langarmbluse mit hellblauem Jeansrock
https://tlk.s3.yandex.net/Fashion-200K/91241772_1.jpeg	heodora Mini Lace Gray NWT Raw Hem	heodora Minischnürspitze Grau NWT roher Saum
https://tlk.s3.yandex.net/Fashion-200K/91347994_0.jpeg	White lace cotton sleeveless summer casual dress	Ärmelloses Sommer-Freizeitkleid aus weißer Spitze aus Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/90479870_0.jpeg	black formal jacket, no buttons or zipper, textured leather	schwarze formelle Jacke, ohne Knöpfe oder Reißverschluss, strukturiertes Leder
https://tlk.s3.yandex.net/Fashion-200K/65221559_3.jpeg	jeans jacket leather collar for women	jeansjacke Lederkragen für Damen
https://tlk.s3.yandex.net/Fashion-200K/90783457_1.jpeg	Long sleeve white shirt with black pants for women	Weißes Langarmhemd mit schwarzer Hose für Damen
https://tlk.s3.yandex.net/Fashion-200K/89621821_17.jpeg	black casual informal summer mini dress	schwarzes lässiges informelles Sommer-Minikleid
https://tlk.s3.yandex.net/Fashion-200K/88396129_0.jpeg	Women short white cotton t-shirt and white jump up pants, cotton	Damen kurzes weißes Baumwoll-T-Shirt und weiße Hochsprunghose, Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/91371773_2.jpeg	Light lilac lace top and pleated chiffon sleeveless ankle length evening gown	Helllila Spitzenoberteil und plissiertes Chiffon ärmelloses knöchellanges Abendkleid
https://tlk.s3.yandex.net/Fashion-200K/90357881_0.jpeg	black long sleeve mid leg dress	schwarzes langärmliges Kleid mit mittlerem Bein
https://tlk.s3.yandex.net/Fashion-200K/90084814_5.jpeg	Sexy fluffy white cotton gown with silk bottom	Sexy flauschiges weißes Baumwollkleid mit Seidenboden
https://tlk.s3.yandex.net/Fashion-200K/88405085_0.jpeg	jeans jacket button closure for women	jeansjacke Knopfverschluss für Damen
https://tlk.s3.yandex.net/Fashion-200K/89959523_1.jpeg	Gold Metallic Leather Zip Bustier Top and Skirt	Bustieroberteil und Rock aus goldmetallischem Leder mit Reißverschluss
https://tlk.s3.yandex.net/Fashion-200K/69381292_9.jpeg	Long sleeve white and gray multi pattern gown with milky and brown fur fitted short sleeve jacket	Langärmliges weißes und graues Kleid mit mehreren Mustern und milchigem und braunem Fell taillierte Kurzarmjacke
https://tlk.s3.yandex.net/Fashion-200K/91144826_1.jpeg	Long evening dress with peplum waist detail	Langes Abendkleid mit Schößchen-Taillendetail
https://tlk.s3.yandex.net/Fashion-200K/91404972_0.jpeg	Sequin Midi Dress shiny shirt black colour	Pailletten-Midikleid glänzendes Hemd schwarz Farbe
https://tlk.s3.yandex.net/Fashion-200K/90597237_3.jpeg	Long sleeve white satin shirt with black line behind and cotton women's pants	Langärmliges weißes Satinhemd mit schwarzer Linie hinten und Damenhose aus Baumwolle
https://tlk.s3.yandex.net/Fashion-200K/91346815_1.jpeg	Women's long sleeve casual blue dress with dark blue mesh	Damen Langarm lässiges blaues Kleid mit dunkelblauem Mesh
https://tlk.s3.yandex.net/Fashion-200K/89570592_0.jpeg	Cut and Slash Radio Jacket for men	Cut and Slash Funkjacke für Herren
https://tlk.s3.yandex.net/Fashion-200K/90525891_1.jpeg	Brown thick winter leather jacket and gray fitted cotton pants	Braune dicke Winterlederjacke und graue taillierte Baumwollhose
https://tlk.s3.yandex.net/Fashion-200K/91047868_1.jpeg	white top and stripes pattern pants pajama	weißes Oberteil und Hose mit Streifenmuster Pyjama
https://tlk.s3.yandex.net/Fashion-200K/91342122_2.jpeg	White and spotted black long sleeve shirt for women	Weißes und gepunktetes schwarzes Langarmhemd für Damen
https://tlk.s3.yandex.net/Fashion-200K/91058286_0.jpeg	Women Brown Basic Ankle Length Trousers	Damen braune Basic knöchellange Hose
https://tlk.s3.yandex.net/Fashion-200K/90708804_2.jpeg	Spaghetti hand long red and white gown with swede material	Spaghetti Hand langes rot-weißes Kleid mit Schwedenmaterial
https://tlk.s3.yandex.net/Fashion-200K/89890785_1.jpeg	beautiful colour White blazer for women	schöne Farbe Weißer Blazer für Frauen
https://tlk.s3.yandex.net/Fashion-200K/91402200_0.jpeg	Scoop Neck Racer Back Women Tank Top	Damen Tank Top mit Rundhalsausschnitt und Racerback
https://tlk.s3.yandex.net/Fashion-200K/89940790_1.jpeg	Sexy pink long sleeve women's shirt with white cotton pants	Sexy rosa Langarm-Damenhemd mit weißer Baumwollhose
https://tlk.s3.yandex.net/Fashion-200K/91433515_3.jpeg	Black spandex square neck sleeveless knot front knee length dress	Schwarzes ärmelloses knielanges Kleid mit quadratischem Ausschnitt und Knoten vorne
https://tlk.s3.yandex.net/Fashion-200K/91066735_0.jpeg	Black Light Ankle Drawstring Pant for women	Schwarze leichte Knöchelhose mit Kordelzug für Damen
https://tlk.s3.yandex.net/Fashion-200K/91357025_0.jpeg	White t-shirt with brown leather shiny jacket and black cotton pants	Weißes T-Shirt mit brauner glänzender Lederjacke und schwarzer Baumwollhose
https://tlk.s3.yandex.net/Fashion-200K/89457704_2.jpeg	White blouse with dark purple cotton pants and brown high heel sandals	Weiße Bluse mit dunkelvioletter Baumwollhose und braunen High Heel Sandalen
https://tlk.s3.yandex.net/Fashion-200K/87459924_1.jpeg	HOUNDSTOOTH JACKET RED COLOUR LINING WITH BLACK COLLAR	JACKE MIT HAHNENTRITTMUSTER ROTES FUTTER MIT SCHWARZEM KRAGEN
https://tlk.s3.yandex.net/Fashion-200K/91177100_2.jpeg	Women Round Neck Short Sleeve Top	Damen Rundhals Kurzarm Top
https://tlk.s3.yandex.net/Fashion-200K/91293908_0.jpeg	Multi color long sleeve female shirt with gray cotton pants	Mehrfarbiges langärmliges weibliches Hemd mit grauer Baumwollhose
